Date/Time;Symbol;Side;Type;Price;Stop price;Quantity;Event;Symb. type;Trading exchange;
1/24/2026 3:52:46 AM;AMD;Sell;Take profit;266.72;;60;Modified;Equities;US;
1/24/2026 3:52:33 AM;AMD;Sell;Stop loss;;262.56;60;Cancelled;Equities;US;
1/24/2026 3:52:29 AM;AMD;Sell;Stop loss;;262.56;60;Modified;Equities;US;
1/24/2026 3:51:56 AM;AMD;Sell;Take profit;266.86;;60;Created;Equities;US;
1/24/2026 3:51:53 AM;AMD;Sell;Stop loss;;261.72;60;Created;Equities;US;
1/24/2026 3:51:51 AM;AMD;Buy;Market;264.20;;60;Filled;Equities;US;
1/24/2026 3:45:27 AM;TSLA;Buy;Limit;444.19;;80;Cancelled;Equities;US;
1/24/2026 3:45:25 AM;TSLA;Buy;Take profit;442.53;;100;Cancelled;Equities;US;
1/24/2026 3:45:25 AM;TSLA;Buy;Market;446.66;;100;Filled;Equities;US;
1/24/2026 3:45:04 AM;TSLA;Buy;Stop loss;;446.33;100;Cancelled;Equities;US;
1/24/2026 3:43:38 AM;TSLA;Buy;Stop loss;;446.33;100;Modified;Equities;US;
1/24/2026 3:42:52 AM;TSLA;Buy;Limit;444.19;;80;Created;Equities;US;
1/24/2026 3:42:44 AM;TSLA;Buy;Take profit;442.53;;100;Modified;Equities;US;
1/24/2026 3:42:17 AM;TSLA;Buy;Stop loss;;446.35;100;Modified;Equities;US;
1/24/2026 3:41:43 AM;TSLA;Buy;Stop loss;;446.18;100;Modified;Equities;US;
1/24/2026 3:41:37 AM;TSLA;Buy;Stop loss;;446.43;100;Modified;Equities;US;
1/24/2026 3:41:30 AM;TSLA;Buy;Take profit;442.06;;100;Modified;Equities;US;
1/24/2026 3:41:30 AM;TSLA;Buy;Stop loss;;447.04;100;Modified;Equities;US;
1/24/2026 3:41:30 AM;TSLA;Sell;Market;444.80;;40;Filled;Equities;US;
1/24/2026 3:40:17 AM;TSLA;Buy;Take profit;442.06;;60;Modified;Equities;US;
1/24/2026 3:37:48 AM;TSLA;Buy;Take profit;443.04;;60;Modified;Equities;US;
1/24/2026 3:37:47 AM;TSLA;Buy;Take profit;444.18;;60;Created;Equities;US;
1/24/2026 3:37:44 AM;TSLA;Buy;Stop loss;;447.04;60;Created;Equities;US;
1/24/2026 3:37:36 AM;TSLA;Sell;Market;445.39;;60;Filled;Equities;US;
1/22/2026 4:16:41 AM;AMD;Sell;Stop loss;;245.52;1;Cancelled;Equities;US;
1/22/2026 4:16:41 AM;AMD;Sell;Take profit;247.66;;1;Filled;Equities;US;
1/22/2026 4:11:23 AM;AMD;Sell;Stop loss;;245.52;1;Modified;Equities;US;
1/22/2026 4:09:58 AM;AMD;Sell;Take profit;247.61;;1;Modified;Equities;US;
1/22/2026 4:08:57 AM;AMD;Sell;Stop loss;;244.65;1;Modified;Equities;US;
1/22/2026 4:06:50 AM;AMD;Sell;Stop loss;;243.47;1;Modified;Equities;US;
1/22/2026 4:06:50 AM;AMD;Sell;Take profit;247.91;;1;Modified;Equities;US;
1/22/2026 4:06:50 AM;AMD;Sell;Market;246.55;;1;Filled;Equities;US;
1/22/2026 4:06:26 AM;AMD;Sell;Stop loss;;243.47;2;Modified;Equities;US;
1/22/2026 4:04:25 AM;AMD;Sell;Take profit;247.91;;2;Modified;Equities;US;
1/22/2026 4:01:55 AM;AMD;Sell;Stop loss;;241.01;2;Modified;Equities;US;
1/22/2026 4:01:53 AM;AMD;Sell;Stop loss;;241.34;2;Modified;Equities;US;
1/22/2026 4:00:31 AM;AMD;Sell;Take profit;247.96;;2;Modified;Equities;US;
1/22/2026 4:00:26 AM;AMD;Sell;Take profit;246.90;;2;Modified;Equities;US;
1/22/2026 3:59:35 AM;AMD;Sell;Take profit;249.02;;2;Modified;Equities;US;
1/22/2026 3:59:34 AM;AMD;Sell;Take profit;245.99;;2;Modified;Equities;US;
1/22/2026 3:59:12 AM;AMD;Sell;Stop loss;;240.63;2;Modified;Equities;US;
1/22/2026 3:59:12 AM;AMD;Sell;Take profit;248.49;;2;Modified;Equities;US;
1/22/2026 3:59:12 AM;AMD;Sell;Market;244.78;;3;Filled;Equities;US;
1/22/2026 3:56:43 AM;AMD;Sell;Stop loss;;240.63;5;Modified;Equities;US;
1/22/2026 3:56:30 AM;AMD;Sell;Take profit;248.49;;5;Modified;Equities;US;
1/22/2026 3:56:04 AM;AMD;Sell;Stop loss;;240.39;5;Modified;Equities;US;
1/22/2026 3:56:04 AM;AMD;Sell;Take profit;248.30;;5;Modified;Equities;US;
1/22/2026 3:56:04 AM;AMD;Sell;Market;243.00;;5;Filled;Equities;US;
1/22/2026 3:55:03 AM;AMD;Sell;Stop loss;;240.39;10;Modified;Equities;US;
1/22/2026 3:54:58 AM;AMD;Sell;Stop loss;;240.34;10;Modified;Equities;US;
1/22/2026 3:54:39 AM;AMD;Sell;Stop loss;;240.12;10;Modified;Equities;US;
1/22/2026 3:54:24 AM;AMD;Sell;Take profit;248.30;;10;Modified;Equities;US;
1/22/2026 3:54:22 AM;AMD;Sell;Take profit;244.06;;10;Modified;Equities;US;
1/22/2026 3:53:54 AM;AMD;Sell;Take profit;247.59;;10;Modified;Equities;US;
1/22/2026 3:52:46 AM;AMD;Sell;Stop loss;;240.41;10;Created;Equities;US;
1/22/2026 3:52:40 AM;AMD;Sell;Take profit;245.42;;10;Modified;Equities;US;
1/22/2026 3:52:40 AM;AMD;Sell;Limit;242.05;;40;Filled;Equities;US;
1/22/2026 3:49:24 AM;AMD;Sell;Stop loss;;239.14;50;Cancelled;Equities;US;
1/22/2026 3:48:38 AM;AMD;Sell;Stop loss;;239.14;50;Created;Equities;US;
1/22/2026 3:48:28 AM;AMD;Sell;Stop loss;;238.60;50;Cancelled;Equities;US;
1/22/2026 3:48:27 AM;AMD;Sell;Stop loss;;238.60;50;Modified;Equities;US;
1/22/2026 3:48:25 AM;AMD;Sell;Stop loss;;239.29;50;Created;Equities;US;
1/22/2026 3:47:59 AM;AMD;Sell;Limit;241.95;;40;Created;Equities;US;
1/22/2026 3:47:11 AM;AMD;Sell;Take profit;245.42;;50;Modified;Equities;US;
1/22/2026 3:46:51 AM;AMD;Sell;Take profit;245.14;;50;Modified;Equities;US;
1/22/2026 3:46:51 AM;AMD;Buy;Market;240.60;;25;Filled;Equities;US;
1/22/2026 3:45:46 AM;AMD;Sell;Take profit;245.14;;25;Modified;Equities;US;
1/22/2026 3:45:35 AM;AMD;Sell;Take profit;243.31;;25;Modified;Equities;US;
1/22/2026 3:45:31 AM;AMD;Sell;Take profit;242.17;;25;Created;Equities;US;
1/22/2026 3:45:10 AM;AMD;Buy;Market;239.91;;25;Filled;Equities;US;
1/21/2026 4:17:19 AM;SNDK;Sell;Take profit;464.54;;2;Cancelled;Equities;US;
1/21/2026 4:17:19 AM;SNDK;Sell;Stop loss;;440.30;2;Filled;Equities;US;
1/21/2026 4:11:15 AM;SNDK;Sell;Take profit;464.54;;2;Modified;Equities;US;
1/21/2026 4:11:12 AM;SNDK;Sell;Take profit;457.86;;2;Created;Equities;US;
1/21/2026 4:07:34 AM;SNDK;Sell;Take profit;462.20;;2;Cancelled;Equities;US;
1/21/2026 4:07:22 AM;SNDK;Sell;Stop loss;;440.44;2;Modified;Equities;US;
1/21/2026 4:07:20 AM;SNDK;Sell;Stop loss;;432.96;2;Modified;Equities;US;
1/21/2026 4:07:13 AM;SNDK;Sell;Stop loss;;440.63;2;Modified;Equities;US;
1/21/2026 4:00:59 AM;SNDK;Sell;Stop loss;;440.40;2;Modified;Equities;US;
1/21/2026 4:00:52 AM;SNDK;Sell;Stop loss;;440.82;2;Modified;Equities;US;
1/21/2026 4:00:46 AM;SNDK;Sell;Stop loss;;443.52;2;Modified;Equities;US;
1/21/2026 4:00:39 AM;SNDK;Sell;Stop loss;;440.09;2;Modified;Equities;US;
1/21/2026 4:00:39 AM;SNDK;Sell;Take profit;462.20;;2;Modified;Equities;US;
1/21/2026 4:00:39 AM;SNDK;Sell;Limit;449.78;;3;Filled;Equities;US;
1/21/2026 3:58:39 AM;SNDK;Sell;Stop loss;;440.09;5;Modified;Equities;US;
1/21/2026 3:58:35 AM;SNDK;Sell;Stop loss;;439.92;5;Modified;Equities;US;
1/21/2026 3:58:23 AM;SNDK;Sell;Stop loss;;439.87;5;Modified;Equities;US;
1/21/2026 3:58:16 AM;SNDK;Sell;Stop loss;;440.45;5;Modified;Equities;US;
1/21/2026 3:57:30 AM;SNDK;Sell;Take profit;462.20;;5;Modified;Equities;US;
1/21/2026 3:57:22 AM;SNDK;Sell;Limit;449.73;;3;Created;Equities;US;
1/21/2026 3:55:36 AM;SNDK;Sell;Take profit;462.48;;5;Modified;Equities;US;
1/21/2026 3:54:56 AM;SNDK;Sell;Stop loss;;439.14;5;Modified;Equities;US;
1/21/2026 3:54:56 AM;SNDK;Sell;Take profit;457.12;;5;Modified;Equities;US;
1/21/2026 3:54:56 AM;SNDK;Sell;Market;447.48;;5;Filled;Equities;US;
1/21/2026 3:53:41 AM;SNDK;Sell;Take profit;457.12;;10;Modified;Equities;US;
1/21/2026 3:53:26 AM;SNDK;Sell;Take profit;457.65;;10;Modified;Equities;US;
1/21/2026 3:53:08 AM;SNDK;Sell;Stop loss;;439.14;10;Modified;Equities;US;
1/21/2026 3:53:04 AM;SNDK;Sell;Stop loss;;437.59;10;Created;Equities;US;
1/21/2026 3:52:54 AM;SNDK;Sell;Take profit;452.33;;10;Modified;Equities;US;
1/21/2026 3:52:54 AM;SNDK;Sell;Market;445.50;;10;Filled;Equities;US;
1/21/2026 3:52:32 AM;SNDK;Sell;Take profit;452.33;;20;Modified;Equities;US;
1/21/2026 3:52:27 AM;SNDK;Sell;Take profit;448.00;;20;Modified;Equities;US;
1/21/2026 3:52:27 AM;SNDK;Sell;Limit;443.01;;30;Filled;Equities;US;
1/21/2026 3:52:21 AM;SNDK;Sell;Limit;442.86;;30;Created;Equities;US;
1/21/2026 3:50:57 AM;SNDK;Sell;Limit;442.95;;30;Cancelled;Equities;US;
1/21/2026 3:50:33 AM;SNDK;Sell;Limit;442.95;;30;Created;Equities;US;
1/21/2026 3:50:25 AM;SNDK;Sell;Take profit;448.00;;50;Modified;Equities;US;
1/21/2026 3:50:23 AM;SNDK;Sell;Take profit;443.03;;50;Modified;Equities;US;
1/21/2026 3:48:39 AM;SNDK;Buy;Stop;;453.23;1;Cancelled;Equities;US;
1/21/2026 3:48:22 AM;SNDK;Sell;Limit;446.87;;30;Cancelled;Equities;US;
1/21/2026 3:47:45 AM;SNDK;Sell;Stop loss;;433.13;50;Cancelled;Equities;US;
1/21/2026 3:47:42 AM;SNDK;Sell;Stop loss;;433.13;50;Created;Equities;US;
1/21/2026 3:47:18 AM;SNDK;Sell;Limit;446.87;;30;Modified;Equities;US;
1/21/2026 3:45:57 AM;SNDK;Sell;Limit;442.88;;30;Modified;Equities;US;
1/21/2026 3:45:05 AM;SNDK;Sell;Stop loss;;435.90;50;Cancelled;Equities;US;
1/21/2026 3:45:05 AM;SNDK;Sell;Stop loss;;435.90;50;Modified;Equities;US;
1/21/2026 3:45:00 AM;SNDK;Sell;Stop loss;;436.83;50;Modified;Equities;US;
1/21/2026 3:44:46 AM;SNDK;Sell;Limit;443.14;;30;Created;Equities;US;
1/21/2026 3:44:43 AM;SNDK;Buy;Stop;;453.23;1;Created;Equities;US;
1/21/2026 3:44:28 AM;SNDK;Sell;Take profit;447.69;;50;Modified;Equities;US;
1/21/2026 3:44:28 AM;SNDK;Sell;Stop loss;;434.21;50;Modified;Equities;US;
1/21/2026 3:44:28 AM;SNDK;Buy;Market;442.59;;25;Filled;Equities;US;
1/21/2026 3:44:25 AM;SNDK;Sell;Take profit;447.69;;25;Modified;Equities;US;
1/21/2026 3:44:24 AM;SNDK;Sell;Take profit;443.01;;25;Created;Equities;US;
1/21/2026 3:44:17 AM;SNDK;Sell;Stop loss;;434.21;25;Created;Equities;US;
1/21/2026 3:44:14 AM;SNDK;Buy;Market;439.68;;25;Filled;Equities;US;
1/21/2026 3:41:05 AM;MU;Sell;Take profit;384.03;;25;Cancelled;Equities;US;
1/21/2026 3:41:05 AM;MU;Sell;Stop loss;;372.38;25;Filled;Equities;US;
1/21/2026 3:40:31 AM;MU;Sell;Stop loss;;372.40;25;Modified;Equities;US;
1/21/2026 3:39:33 AM;MU;Sell;Take profit;384.03;;25;Modified;Equities;US;
1/21/2026 3:39:22 AM;MU;Sell;Stop loss;;371.16;25;Created;Equities;US;
1/21/2026 3:39:16 AM;MU;Sell;Take profit;384.28;;25;Modified;Equities;US;
1/21/2026 3:38:13 AM;MU;Sell;Stop loss;;370.18;25;Cancelled;Equities;US;
1/21/2026 3:38:12 AM;MU;Sell;Stop loss;;370.18;25;Modified;Equities;US;
1/21/2026 3:37:43 AM;MU;Sell;Take profit;380.73;;25;Created;Equities;US;
1/21/2026 3:37:42 AM;MU;Sell;Stop loss;;369.37;25;Created;Equities;US;
1/21/2026 3:37:37 AM;MU;Buy;Market;374.40;;25;Filled;Equities;US;
1/17/2026 3:56:32 AM;MU;Sell;Take profit;373.90;;10;Cancelled;Equities;US;
1/17/2026 3:56:32 AM;MU;Sell;Stop loss;;361.45;10;Filled;Equities;US;
1/17/2026 3:48:27 AM;MU;Sell;Stop loss;;361.48;10;Modified;Equities;US;
1/17/2026 3:44:27 AM;MU;Buy;Stop;;375.89;10;Cancelled;Equities;US;
1/17/2026 3:44:25 AM;MU;Sell;Take profit;373.90;;10;Modified;Equities;US;
1/17/2026 3:44:17 AM;MU;Buy;Stop;;375.89;10;Created;Equities;US;
1/17/2026 3:43:07 AM;MU;Sell;Stop loss;;361.53;10;Modified;Equities;US;
1/17/2026 3:42:21 AM;MU;Sell;Stop loss;;361.52;10;Created;Equities;US;
1/17/2026 3:42:13 AM;MU;Sell;Take profit;374.81;;10;Modified;Equities;US;
1/17/2026 3:41:36 AM;MU;Sell;Take profit;372.01;;10;Modified;Equities;US;
1/17/2026 3:41:36 AM;MU;Sell;Limit;364.98;;10;Filled;Equities;US;
1/17/2026 3:41:32 AM;MU;Sell;Limit;364.90;;10;Created;Equities;US;
1/17/2026 3:40:01 AM;MU;Sell;Stop loss;;357.45;20;Cancelled;Equities;US;
1/17/2026 3:40:00 AM;MU;Sell;Stop loss;;357.45;20;Created;Equities;US;
1/17/2026 3:39:46 AM;MU;Sell;Stop loss;;355.32;20;Cancelled;Equities;US;
1/17/2026 3:39:45 AM;MU;Sell;Stop loss;;355.32;20;Created;Equities;US;
1/17/2026 3:38:52 AM;MU;Sell;Stop loss;;360.68;20;Cancelled;Equities;US;
1/17/2026 3:38:50 AM;MU;Sell;Stop loss;;360.68;20;Created;Equities;US;
1/17/2026 3:38:42 AM;MU;Sell;Take profit;372.01;;20;Modified;Equities;US;
1/17/2026 3:38:06 AM;MU;Sell;Take profit;368.10;;20;Modified;Equities;US;
1/17/2026 3:38:03 AM;MU;Sell;Take profit;366.30;;20;Modified;Equities;US;
1/17/2026 3:38:03 AM;MU;Sell;Market;363.58;;80;Filled;Equities;US;
1/17/2026 3:37:39 AM;MU;Sell;Take profit;366.30;;100;Modified;Equities;US;
1/17/2026 3:37:39 AM;MU;Buy;Market;362.36;;50;Filled;Equities;US;
1/17/2026 3:37:20 AM;MU;Sell;Take profit;366.30;;50;Modified;Equities;US;
1/17/2026 3:37:14 AM;MU;Sell;Stop loss;;357.60;50;Cancelled;Equities;US;
1/17/2026 3:37:13 AM;MU;Sell;Take profit;363.60;;50;Created;Equities;US;
1/17/2026 3:37:08 AM;MU;Sell;Stop loss;;357.60;50;Created;Equities;US;
1/17/2026 3:37:05 AM;MU;Buy;Market;361.96;;50;Filled;Equities;US;
1/16/2026 3:58:11 AM;AMD;Sell;Take profit;239.62;;10;Cancelled;Equities;US;
1/16/2026 3:58:11 AM;AMD;Sell;Market;234.81;;10;Filled;Equities;US;
1/16/2026 3:57:26 AM;AMD;Sell;Take profit;239.62;;10;Modified;Equities;US;
1/16/2026 3:57:18 AM;AMD;Sell;Stop loss;;233.65;10;Cancelled;Equities;US;
1/16/2026 3:57:14 AM;AMD;Sell;Stop loss;;233.65;10;Created;Equities;US;
1/16/2026 3:54:32 AM;AMD;Sell;Stop loss;;234.93;10;Cancelled;Equities;US;
1/16/2026 3:54:17 AM;AMD;Sell;Take profit;240.05;;10;Created;Equities;US;
1/16/2026 3:54:14 AM;AMD;Sell;Stop loss;;234.93;10;Created;Equities;US;
1/16/2026 3:54:10 AM;AMD;Buy;Market;236.58;;10;Filled;Equities;US;
1/16/2026 3:49:03 AM;AMD;Buy;Market;235.97;;5;Filled;Equities;US;
1/16/2026 3:48:40 AM;AMD;Sell;Take profit;238.06;;175;Cancelled;Equities;US;
1/16/2026 3:48:40 AM;AMD;Sell;Limit;235.45;;180;Filled;Equities;US;
1/16/2026 3:47:32 AM;AMD;Sell;Take profit;238.06;;175;Modified;Equities;US;
1/16/2026 3:47:31 AM;AMD;Sell;Take profit;236.50;;175;Modified;Equities;US;
1/16/2026 3:46:47 AM;AMD;Sell;Take profit;236.83;;175;Modified;Equities;US;
1/16/2026 3:45:57 AM;AMD;Sell;Stop loss;;233.35;175;Cancelled;Equities;US;
1/16/2026 3:45:55 AM;AMD;Sell;Stop loss;;233.35;175;Modified;Equities;US;
1/16/2026 3:45:45 AM;AMD;Sell;Take profit;236.38;;175;Modified;Equities;US;
1/16/2026 3:45:20 AM;AMD;Sell;Limit;235.45;;180;Modified;Equities;US;
1/16/2026 3:45:16 AM;AMD;Sell;Limit;235.50;;180;Created;Equities;US;
1/16/2026 3:44:59 AM;AMD;Sell;Take profit;237.09;;175;Modified;Equities;US;
1/16/2026 3:44:58 AM;AMD;Sell;Take profit;235.43;;175;Modified;Equities;US;
1/16/2026 3:44:50 AM;AMD;Sell;Take profit;237.02;;175;Modified;Equities;US;
1/16/2026 3:44:46 AM;AMD;Sell;Stop loss;;231.17;175;Created;Equities;US;
1/16/2026 3:44:44 AM;AMD;Sell;Take profit;237.09;;175;Modified;Equities;US;
1/16/2026 3:44:44 AM;AMD;Buy;Market;234.24;;150;Filled;Equities;US;
1/16/2026 3:43:55 AM;AMD;Sell;Take profit;237.09;;25;Modified;Equities;US;
1/16/2026 3:43:53 AM;AMD;Sell;Stop loss;;231.06;25;Cancelled;Equities;US;
1/16/2026 3:43:50 AM;AMD;Sell;Take profit;235.48;;25;Created;Equities;US;
1/16/2026 3:43:46 AM;AMD;Sell;Stop loss;;231.06;25;Created;Equities;US;
1/16/2026 3:43:43 AM;AMD;Buy;Market;232.71;;25;Filled;Equities;US;
1/16/2026 3:41:37 AM;AMD;Sell;Take profit;236.77;;100;Cancelled;Equities;US;
1/16/2026 3:41:37 AM;AMD;Sell;Market;231.12;;100;Filled;Equities;US;
1/16/2026 3:39:59 AM;AMD;Sell;Take profit;236.77;;100;Modified;Equities;US;
1/16/2026 3:39:59 AM;AMD;Buy;Market;233.67;;50;Filled;Equities;US;
1/16/2026 3:39:34 AM;AMD;Sell;Stop loss;;229.38;50;Cancelled;Equities;US;
1/16/2026 3:39:33 AM;AMD;Sell;Stop loss;;229.38;50;Created;Equities;US;
1/16/2026 3:39:00 AM;AMD;Sell;Take profit;236.77;;50;Modified;Equities;US;
1/16/2026 3:38:42 AM;AMD;Sell;Stop loss;;231.17;50;Cancelled;Equities;US;
1/16/2026 3:38:35 AM;AMD;Sell;Stop loss;;231.17;50;Modified;Equities;US;
1/16/2026 3:38:20 AM;AMD;Sell;Stop loss;;231.01;50;Modified;Equities;US;
1/16/2026 3:38:15 AM;AMD;Sell;Take profit;235.38;;50;Created;Equities;US;
1/16/2026 3:38:07 AM;AMD;Sell;Stop loss;;230.88;50;Created;Equities;US;
1/16/2026 3:38:02 AM;AMD;Buy;Market;232.59;;50;Filled;Equities;US;
1/15/2026 4:14:49 AM;NVDA;Buy;Take profit;178.01;;10;Cancelled;Equities;US;
1/15/2026 4:14:49 AM;NVDA;Buy;Stop loss;;182.20;10;Filled;Equities;US;
1/15/2026 4:04:29 AM;NVDA;Buy;Take profit;178.01;;10;Modified;Equities;US;
1/15/2026 4:04:27 AM;NVDA;Buy;Take profit;179.99;;10;Modified;Equities;US;
1/15/2026 4:04:23 AM;NVDA;Buy;Take profit;178.38;;10;Modified;Equities;US;
1/15/2026 4:04:21 AM;NVDA;Buy;Take profit;180.56;;10;Modified;Equities;US;
1/15/2026 4:03:03 AM;NVDA;Buy;Take profit;178.49;;10;Modified;Equities;US;
1/15/2026 4:02:58 AM;NVDA;Buy;Take profit;177.96;;10;Created;Equities;US;
1/15/2026 4:02:46 AM;NVDA;Buy;Stop loss;;182.20;10;Modified;Equities;US;
1/15/2026 4:02:18 AM;NVDA;Buy;Stop loss;;182.23;10;Modified;Equities;US;
1/15/2026 4:02:13 AM;NVDA;Buy;Stop loss;;182.53;10;Modified;Equities;US;
1/15/2026 4:02:07 AM;NVDA;Buy;Stop loss;;182.52;10;Modified;Equities;US;
1/15/2026 4:00:58 AM;NVDA;Buy;Stop loss;;182.20;10;Modified;Equities;US;
1/15/2026 4:00:58 AM;NVDA;Buy;Market;181.27;;10;Filled;Equities;US;
1/15/2026 3:59:33 AM;NVDA;Buy;Stop loss;;182.20;20;Modified;Equities;US;
1/15/2026 3:59:08 AM;NVDA;Buy;Stop loss;;182.09;20;Modified;Equities;US;
1/15/2026 3:58:59 AM;NVDA;Buy;Take profit;180.81;;20;Cancelled;Equities;US;
1/15/2026 3:58:38 AM;NVDA;Buy;Take profit;180.81;;20;Modified;Equities;US;
1/15/2026 3:58:33 AM;NVDA;Buy;Stop loss;;182.01;20;Modified;Equities;US;
1/15/2026 3:58:30 AM;NVDA;Buy;Take profit;181.13;;20;Modified;Equities;US;
1/15/2026 3:58:26 AM;NVDA;Buy;Stop loss;;182.15;20;Modified;Equities;US;
1/15/2026 3:58:26 AM;NVDA;Buy;Take profit;181.32;;20;Modified;Equities;US;
1/15/2026 3:58:26 AM;NVDA;Buy;Market;181.51;;180;Filled;Equities;US;
1/15/2026 3:58:13 AM;NVDA;Buy;Take profit;181.32;;200;Modified;Equities;US;
1/15/2026 3:57:49 AM;NVDA;Buy;Stop loss;;182.15;200;Modified;Equities;US;
1/15/2026 3:57:45 AM;NVDA;Buy;Stop loss;;182.16;200;Modified;Equities;US;
1/15/2026 3:57:06 AM;NVDA;Buy;Take profit;181.51;;200;Modified;Equities;US;
1/15/2026 3:56:58 AM;NVDA;Buy;Take profit;181.50;;200;Modified;Equities;US;
1/15/2026 3:56:45 AM;NVDA;Buy;Take profit;181.42;;200;Modified;Equities;US;
1/15/2026 3:56:31 AM;NVDA;Buy;Take profit;181.49;;200;Modified;Equities;US;
1/15/2026 3:56:24 AM;NVDA;Buy;Stop loss;;182.31;200;Modified;Equities;US;
1/15/2026 3:56:22 AM;NVDA;Buy;Stop loss;;182.25;200;Created;Equities;US;
1/15/2026 3:56:18 AM;NVDA;Buy;Take profit;180.91;;200;Modified;Equities;US;
1/15/2026 3:56:18 AM;NVDA;Sell;Market;181.89;;100;Filled;Equities;US;
1/15/2026 3:55:49 AM;NVDA;Buy;Take profit;180.91;;100;Modified;Equities;US;
1/15/2026 3:55:48 AM;NVDA;Buy;Take profit;181.51;;100;Modified;Equities;US;
1/15/2026 3:55:15 AM;NVDA;Buy;Stop loss;;182.34;100;Cancelled;Equities;US;
1/15/2026 3:55:08 AM;NVDA;Buy;Take profit;181.25;;100;Modified;Equities;US;
1/15/2026 3:55:06 AM;NVDA;Buy;Take profit;181.80;;100;Modified;Equities;US;
1/15/2026 3:54:57 AM;NVDA;Buy;Stop loss;;182.34;100;Modified;Equities;US;
1/15/2026 3:54:52 AM;NVDA;Buy;Take profit;181.29;;100;Modified;Equities;US;
1/15/2026 3:54:51 AM;NVDA;Buy;Take profit;181.66;;100;Modified;Equities;US;
1/15/2026 3:54:48 AM;NVDA;Buy;Stop loss;;182.50;100;Modified;Equities;US;
1/15/2026 3:54:48 AM;NVDA;Buy;Take profit;181.80;;100;Modified;Equities;US;
1/15/2026 3:54:48 AM;NVDA;Sell;Market;181.95;;50;Filled;Equities;US;
1/15/2026 3:54:44 AM;NVDA;Buy;Stop loss;;182.50;50;Created;Equities;US;
1/15/2026 3:54:33 AM;NVDA;Buy;Stop loss;;182.50;50;Cancelled;Equities;US;
1/15/2026 3:54:03 AM;NVDA;Buy;Stop loss;;182.50;50;Modified;Equities;US;
1/15/2026 3:54:00 AM;NVDA;Buy;Take profit;181.80;;50;Created;Equities;US;
1/15/2026 3:53:57 AM;NVDA;Buy;Stop loss;;182.34;50;Created;Equities;US;
1/15/2026 3:53:54 AM;NVDA;Sell;Market;182.06;;50;Filled;Equities;US;
1/15/2026 3:45:08 AM;NVDA;Buy;Take profit;181.49;;50;Cancelled;Equities;US;
1/15/2026 3:45:08 AM;NVDA;Buy;Stop loss;;182.45;50;Filled;Equities;US;
1/15/2026 3:44:47 AM;NVDA;Buy;Take profit;181.49;;50;Created;Equities;US;
1/15/2026 3:44:43 AM;NVDA;Buy;Stop loss;;182.44;50;Created;Equities;US;
1/15/2026 3:44:37 AM;NVDA;Sell;Market;182.07;;50;Filled;Equities;US;
1/13/2026 4:53:44 AM;AMD;Sell;Take profit;209.90;;2;Cancelled;Equities;US;
1/13/2026 4:53:44 AM;AMD;Sell;Stop loss;;206.45;2;Cancelled;Equities;US;
1/13/2026 4:53:44 AM;AMD;Sell;Market;207.44;;2;Filled;Equities;US;
1/13/2026 4:21:24 AM;AMD;Sell;Take profit;209.90;;2;Modified;Equities;US;
1/13/2026 4:21:06 AM;AMD;Sell;Take profit;209.92;;2;Modified;Equities;US;
1/13/2026 4:20:15 AM;AMD;Sell;Stop loss;;206.45;2;Modified;Equities;US;
1/13/2026 4:19:44 AM;AMD;Sell;Take profit;210.87;;2;Modified;Equities;US;
1/13/2026 4:19:44 AM;AMD;Sell;Stop loss;;206.57;2;Modified;Equities;US;
1/13/2026 4:19:44 AM;AMD;Sell;Limit;208.91;;3;Filled;Equities;US;
1/13/2026 4:18:45 AM;AMD;Sell;Limit;208.90;;3;Modified;Equities;US;
1/13/2026 4:18:28 AM;AMD;Sell;Limit;209.00;;3;Created;Equities;US;
1/13/2026 4:18:15 AM;AMD;Sell;Take profit;210.87;;5;Modified;Equities;US;
1/13/2026 4:18:12 AM;AMD;Sell;Take profit;210.30;;5;Modified;Equities;US;
1/13/2026 4:16:51 AM;AMD;Sell;Take profit;208.98;;5;Modified;Equities;US;
1/13/2026 4:16:48 AM;AMD;Sell;Take profit;209.02;;5;Modified;Equities;US;
1/13/2026 4:16:12 AM;AMD;Sell;Take profit;211.00;;5;Modified;Equities;US;
1/13/2026 4:16:07 AM;AMD;Sell;Stop loss;;206.57;5;Modified;Equities;US;
1/13/2026 4:15:42 AM;AMD;Sell;Stop loss;;206.38;5;Modified;Equities;US;
1/13/2026 4:14:31 AM;AMD;Sell;Take profit;209.07;;5;Modified;Equities;US;
1/13/2026 4:14:31 AM;AMD;Sell;Stop loss;;205.71;5;Modified;Equities;US;
1/13/2026 4:14:31 AM;AMD;Sell;Limit;207.40;;5;Filled;Equities;US;
1/13/2026 4:06:50 AM;AMD;Sell;Take profit;209.07;;10;Modified;Equities;US;
1/13/2026 3:58:38 AM;AMD;Sell;Stop loss;;205.71;10;Modified;Equities;US;
1/13/2026 3:57:22 AM;AMD;Sell;Limit;207.30;;5;Modified;Equities;US;
1/13/2026 3:57:10 AM;AMD;Sell;Stop loss;;205.91;10;Modified;Equities;US;
1/13/2026 3:56:52 AM;AMD;Sell;Stop loss;;205.98;10;Modified;Equities;US;
1/13/2026 3:55:06 AM;AMD;Sell;Take profit;209.78;;10;Modified;Equities;US;
