Date/Time;Symbol;Side;Type;Price;Stop price;Quantity;Event;Symb. type;Trading exchange;
4/29/2026 2:26:27 AM;AMD;Sell;Take profit;330.29;;15;Cancelled;Equities;US;
4/29/2026 2:26:27 AM;AMD;Sell;Stop loss;;323.80;15;Filled;Equities;US;
4/29/2026 2:19:06 AM;AMD;Sell;Stop loss;;323.84;15;Modified;Equities;US;
4/29/2026 2:18:59 AM;AMD;Sell;Stop loss;;323.92;15;Modified;Equities;US;
4/29/2026 2:18:53 AM;AMD;Sell;Stop loss;;323.97;15;Modified;Equities;US;
4/29/2026 2:18:35 AM;AMD;Sell;Stop loss;;324.37;15;Modified;Equities;US;
4/29/2026 2:18:20 AM;AMD;Sell;Stop loss;;323.70;15;Modified;Equities;US;
4/29/2026 2:18:20 AM;AMD;Sell;Take profit;330.29;;15;Modified;Equities;US;
4/29/2026 2:18:20 AM;AMD;Sell;Limit;327.06;;15;Filled;Equities;US;
4/29/2026 2:17:32 AM;AMD;Sell;Limit;326.97;;15;Created;Equities;US;
4/29/2026 2:14:45 AM;AMD;Sell;Limit;326.91;;15;Cancelled;Equities;US;
4/29/2026 2:13:52 AM;AMD;Sell;Limit;326.91;;15;Created;Equities;US;
4/29/2026 2:13:14 AM;AMD;Sell;Take profit;330.29;;30;Modified;Equities;US;
4/29/2026 2:13:11 AM;AMD;Sell;Take profit;327.14;;30;Modified;Equities;US;
4/29/2026 2:12:13 AM;AMD;Sell;Stop loss;;323.70;30;Created;Equities;US;
4/29/2026 2:11:34 AM;AMD;Sell;Take profit;330.10;;30;Modified;Equities;US;
4/29/2026 2:11:34 AM;AMD;Sell;Limit;325.48;;120;Filled;Equities;US;
4/29/2026 2:09:06 AM;AMD;Sell;Limit;325.48;;120;Created;Equities;US;
4/29/2026 2:06:15 AM;AMD;Sell;Stop loss;;319.79;150;Cancelled;Equities;US;
4/29/2026 2:06:13 AM;AMD;Sell;Stop loss;;319.79;150;Modified;Equities;US;
4/29/2026 2:06:10 AM;AMD;Sell;Stop loss;;320.06;150;Created;Equities;US;
4/29/2026 2:01:32 AM;AMD;Sell;Take profit;330.10;;150;Modified;Equities;US;
4/29/2026 2:01:30 AM;AMD;Sell;Take profit;325.62;;150;Created;Equities;US;
4/29/2026 1:59:38 AM;AMD;Sell;Take profit;325.61;;150;Cancelled;Equities;US;
4/29/2026 1:59:37 AM;AMD;Sell;Take profit;325.61;;150;Created;Equities;US;
4/29/2026 1:59:30 AM;AMD;Sell;Stop loss;;320.05;150;Cancelled;Equities;US;
4/29/2026 1:59:29 AM;AMD;Sell;Stop loss;;320.05;150;Created;Equities;US;
4/29/2026 1:58:46 AM;AMD;Buy;Market;323.55;;150;Filled;Equities;US;
4/29/2026 1:55:14 AM;NVDA;Sell;Take profit;213.66;;200;Cancelled;Equities;US;
4/29/2026 1:55:14 AM;NVDA;Sell;Market;211.41;;200;Filled;Equities;US;
4/29/2026 1:53:18 AM;NVDA;Sell;Stop loss;;211.49;200;Cancelled;Equities;US;
4/29/2026 1:53:17 AM;NVDA;Sell;Stop loss;;211.49;200;Created;Equities;US;
4/29/2026 1:52:03 AM;NVDA;Sell;Stop loss;;211.28;200;Cancelled;Equities;US;
4/29/2026 1:52:02 AM;NVDA;Sell;Stop loss;;211.28;200;Created;Equities;US;
4/29/2026 1:49:53 AM;NVDA;Sell;Limit;212.62;;160;Cancelled;Equities;US;
4/29/2026 1:49:29 AM;NVDA;Sell;Limit;212.62;;160;Modified;Equities;US;
4/29/2026 1:49:25 AM;NVDA;Sell;Limit;212.65;;160;Created;Equities;US;
4/29/2026 1:48:59 AM;NVDA;Sell;Stop loss;;211.15;200;Cancelled;Equities;US;
4/29/2026 1:48:59 AM;NVDA;Sell;Take profit;213.66;;200;Created;Equities;US;
4/29/2026 1:48:55 AM;NVDA;Sell;Stop loss;;211.15;200;Created;Equities;US;
4/29/2026 1:48:44 AM;NVDA;Buy;Market;211.96;;200;Filled;Equities;US;
4/28/2026 2:15:18 AM;SNDK;Sell;Take profit;1,057.85;;5;Cancelled;Equities;US;
4/28/2026 2:15:18 AM;SNDK;Sell;Stop loss;;1,043.20;5;Filled;Equities;US;
4/28/2026 2:15:15 AM;SNDK;Sell;Stop loss;;1,043.52;5;Created;Equities;US;
4/28/2026 2:15:07 AM;SNDK;Sell;Take profit;1,057.85;;5;Created;Equities;US;
4/28/2026 2:14:25 AM;SNDK;Sell;Limit;1,045.62;;30;Filled;Equities;US;
4/28/2026 2:14:15 AM;SNDK;Sell;Limit;1,046.96;;30;Modified;Equities;US;
4/28/2026 2:14:06 AM;SNDK;Sell;Limit;1,047.25;;30;Modified;Equities;US;
4/28/2026 2:13:35 AM;SNDK;Sell;Limit;1,047.17;;30;Modified;Equities;US;
4/28/2026 2:13:26 AM;SNDK;Sell;Limit;1,060.87;;30;Modified;Equities;US;
4/28/2026 2:13:21 AM;SNDK;Sell;Stop loss;;1,033.58;35;Cancelled;Equities;US;
4/28/2026 2:13:20 AM;SNDK;Sell;Stop loss;;1,033.58;35;Created;Equities;US;
4/28/2026 2:12:40 AM;SNDK;Sell;Limit;1,047.28;;30;Created;Equities;US;
4/28/2026 2:12:28 AM;SNDK;Buy;Market;1,044.80;;35;Filled;Equities;US;
4/28/2026 2:08:43 AM;SNDK;Buy;Stop loss;;1,055.64;5;Cancelled;Equities;US;
4/28/2026 2:08:43 AM;SNDK;Buy;Market;1,045.45;;5;Filled;Equities;US;
4/28/2026 2:08:20 AM;SNDK;Buy;Stop loss;;1,055.64;5;Modified;Equities;US;
4/28/2026 2:08:18 AM;SNDK;Buy;Stop loss;;1,049.52;5;Created;Equities;US;
4/28/2026 2:07:57 AM;SNDK;Sell;Limit;1,043.01;;35;Filled;Equities;US;
4/28/2026 2:06:52 AM;SNDK;Sell;Limit;1,042.73;;35;Created;Equities;US;
4/28/2026 2:06:23 AM;SNDK;Sell;Take profit;1,049.67;;30;Cancelled;Equities;US;
4/28/2026 2:06:13 AM;SNDK;Sell;Stop loss;;1,029.21;30;Cancelled;Equities;US;
4/28/2026 2:06:12 AM;SNDK;Sell;Stop loss;;1,029.21;30;Created;Equities;US;
4/28/2026 2:05:17 AM;SNDK;Sell;Stop loss;;1,021.39;30;Cancelled;Equities;US;
4/28/2026 2:05:16 AM;SNDK;Sell;Stop loss;;1,021.39;30;Created;Equities;US;
4/28/2026 2:03:25 AM;SNDK;Sell;Take profit;1,049.67;;30;Modified;Equities;US;
4/28/2026 2:03:24 AM;SNDK;Sell;Take profit;1,043.35;;30;Created;Equities;US;
4/28/2026 2:03:20 AM;SNDK;Buy;Market;1,038.42;;30;Filled;Equities;US;
4/28/2026 2:00:53 AM;MU;Sell;Take profit;535.14;;10;Cancelled;Equities;US;
4/28/2026 2:00:53 AM;MU;Sell;Stop loss;;524.66;10;Filled;Equities;US;
4/28/2026 1:59:59 AM;MU;Sell;Stop loss;;524.59;10;Created;Equities;US;
4/28/2026 1:59:16 AM;MU;Sell;Take profit;535.14;;10;Modified;Equities;US;
4/28/2026 1:59:16 AM;MU;Sell;Limit;528.35;;70;Filled;Equities;US;
4/28/2026 1:59:10 AM;MU;Sell;Limit;528.26;;70;Created;Equities;US;
4/28/2026 1:58:42 AM;MU;Sell;Take profit;535.14;;80;Modified;Equities;US;
4/28/2026 1:58:29 AM;MU;Sell;Take profit;533.98;;80;Modified;Equities;US;
4/28/2026 1:58:06 AM;MU;Sell;Take profit;532.65;;80;Modified;Equities;US;
4/28/2026 1:57:56 AM;MU;Sell;Take profit;532.32;;80;Modified;Equities;US;
4/28/2026 1:57:56 AM;MU;Buy;Market;524.88;;30;Filled;Equities;US;
4/28/2026 1:57:23 AM;MU;Sell;Take profit;532.32;;50;Created;Equities;US;
4/28/2026 1:57:05 AM;MU;Buy;Market;523.89;;50;Filled;Equities;US;
4/28/2026 1:55:11 AM;AMD;Sell;Market;334.14;;120;Filled;Equities;US;
4/28/2026 1:54:05 AM;AMD;Sell;Stop loss;;328.56;120;Cancelled;Equities;US;
4/28/2026 1:54:01 AM;AMD;Sell;Stop loss;;328.56;120;Created;Equities;US;
4/28/2026 1:53:57 AM;AMD;Buy;Market;332.36;;120;Filled;Equities;US;
4/28/2026 1:53:20 AM;AMD;Buy;Take profit;317.97;;120;Cancelled;Equities;US;
4/28/2026 1:53:20 AM;AMD;Buy;Market;331.80;;120;Filled;Equities;US;
4/28/2026 1:52:50 AM;AMD;Buy;Take profit;317.97;;120;Modified;Equities;US;
4/28/2026 1:52:48 AM;AMD;Buy;Take profit;325.85;;120;Modified;Equities;US;
4/28/2026 1:52:25 AM;AMD;Buy;Take profit;315.21;;120;Modified;Equities;US;
4/28/2026 1:52:21 AM;AMD;Buy;Stop loss;;331.74;120;Cancelled;Equities;US;
4/28/2026 1:51:58 AM;AMD;Buy;Take profit;325.65;;120;Created;Equities;US;
4/28/2026 1:51:56 AM;AMD;Buy;Stop loss;;331.74;120;Created;Equities;US;
4/28/2026 1:51:52 AM;AMD;Sell;Market;329.01;;120;Filled;Equities;US;
4/28/2026 1:50:10 AM;MU;Sell;Market;518.84;;50;Filled;Equities;US;
4/28/2026 1:49:31 AM;MU;Sell;Stop loss;;513.16;50;Cancelled;Equities;US;
4/28/2026 1:49:30 AM;MU;Sell;Stop loss;;513.16;50;Created;Equities;US;
4/28/2026 1:49:03 AM;MU;Buy;Market;522.73;;50;Filled;Equities;US;
4/28/2026 1:45:58 AM;MU;Sell;Take profit;531.47;;30;Cancelled;Equities;US;
4/28/2026 1:45:58 AM;MU;Sell;Market;519.26;;30;Filled;Equities;US;
4/28/2026 1:45:04 AM;MU;Sell;Stop loss;;519.62;30;Cancelled;Equities;US;
4/28/2026 1:44:21 AM;MU;Sell;Limit;528.35;;24;Cancelled;Equities;US;
4/28/2026 1:44:14 AM;MU;Sell;Limit;528.35;;24;Created;Equities;US;
4/28/2026 1:43:53 AM;MU;Sell;Take profit;531.47;;30;Modified;Equities;US;
4/28/2026 1:43:50 AM;MU;Sell;Stop loss;;519.62;30;Created;Equities;US;
4/28/2026 1:43:48 AM;MU;Sell;Take profit;528.62;;30;Created;Equities;US;
4/28/2026 1:43:44 AM;MU;Buy;Market;523.82;;30;Filled;Equities;US;
4/25/2026 1:55:54 AM;NVDA;Sell;Take profit;206.57;;40;Cancelled;Equities;US;
4/25/2026 1:55:54 AM;NVDA;Sell;Stop loss;;201.59;40;Filled;Equities;US;
4/25/2026 1:51:37 AM;NVDA;Sell;Stop loss;;201.60;40;Created;Equities;US;
4/25/2026 1:50:43 AM;NVDA;Sell;Take profit;206.57;;40;Modified;Equities;US;
4/25/2026 1:50:34 AM;NVDA;Sell;Take profit;206.42;;40;Modified;Equities;US;
4/25/2026 1:49:03 AM;NVDA;Sell;Take profit;206.46;;40;Modified;Equities;US;
4/25/2026 1:44:17 AM;NVDA;Sell;Stop loss;;200.92;40;Cancelled;Equities;US;
4/25/2026 1:44:15 AM;NVDA;Sell;Stop loss;;200.92;40;Created;Equities;US;
4/25/2026 1:42:56 AM;NVDA;Sell;Stop loss;;201.67;40;Cancelled;Equities;US;
4/25/2026 1:42:55 AM;NVDA;Sell;Stop loss;;201.67;40;Created;Equities;US;
4/25/2026 1:40:48 AM;NVDA;Sell;Stop loss;;201.70;40;Cancelled;Equities;US;
4/25/2026 1:40:40 AM;NVDA;Sell;Take profit;205.73;;40;Modified;Equities;US;
4/25/2026 1:39:33 AM;NVDA;Sell;Stop loss;;201.70;40;Modified;Equities;US;
4/25/2026 1:39:30 AM;NVDA;Sell;Stop loss;;202.01;40;Modified;Equities;US;
4/25/2026 1:39:22 AM;NVDA;Sell;Take profit;204.35;;40;Modified;Equities;US;
4/25/2026 1:39:22 AM;NVDA;Sell;Stop loss;;200.50;40;Modified;Equities;US;
4/25/2026 1:39:22 AM;NVDA;Sell;Limit;203.19;;160;Filled;Equities;US;
4/25/2026 1:38:55 AM;NVDA;Sell;Limit;203.19;;160;Created;Equities;US;
4/25/2026 1:38:36 AM;NVDA;Sell;Take profit;204.35;;200;Modified;Equities;US;
4/25/2026 1:38:35 AM;NVDA;Sell;Take profit;203.22;;200;Created;Equities;US;
4/25/2026 1:38:32 AM;NVDA;Sell;Stop loss;;200.50;200;Modified;Equities;US;
4/25/2026 1:38:30 AM;NVDA;Sell;Stop loss;;201.58;200;Created;Equities;US;
4/25/2026 1:38:28 AM;NVDA;Buy;Market;202.73;;200;Filled;Equities;US;
4/24/2026 1:56:32 AM;AMD;Sell;Stop loss;;302.50;30;Cancelled;Equities;US;
4/24/2026 1:56:32 AM;AMD;Sell;Take profit;311.08;;30;Cancelled;Equities;US;
4/24/2026 1:56:32 AM;AMD;Sell;Market;302.88;;30;Filled;Equities;US;
4/24/2026 1:53:44 AM;AMD;Sell;Take profit;311.08;;30;Modified;Equities;US;
4/24/2026 1:53:43 AM;AMD;Sell;Take profit;306.95;;30;Modified;Equities;US;
4/24/2026 1:53:41 AM;AMD;Sell;Take profit;307.02;;30;Modified;Equities;US;
4/24/2026 1:53:38 AM;AMD;Sell;Take profit;307.51;;30;Modified;Equities;US;
4/24/2026 1:47:48 AM;AMD;Sell;Stop loss;;302.50;30;Created;Equities;US;
4/24/2026 1:46:26 AM;AMD;Sell;Stop loss;;302.30;30;Cancelled;Equities;US;
4/24/2026 1:46:24 AM;AMD;Sell;Stop loss;;302.30;30;Created;Equities;US;
4/24/2026 1:44:34 AM;AMD;Sell;Take profit;311.27;;30;Modified;Equities;US;
4/24/2026 1:41:09 AM;AMD;Sell;Stop loss;;302.53;30;Cancelled;Equities;US;
4/24/2026 1:40:53 AM;AMD;Sell;Take profit;310.75;;30;Modified;Equities;US;
4/24/2026 1:40:50 AM;AMD;Sell;Take profit;309.45;;30;Created;Equities;US;
4/24/2026 1:39:41 AM;AMD;Sell;Stop loss;;302.53;30;Modified;Equities;US;
4/24/2026 1:39:41 AM;AMD;Sell;Market;304.79;;70;Filled;Equities;US;
4/24/2026 1:39:27 AM;AMD;Sell;Take profit;304.75;;100;Cancelled;Equities;US;
4/24/2026 1:39:25 AM;AMD;Sell;Take profit;304.75;;100;Created;Equities;US;
4/24/2026 1:39:24 AM;AMD;Sell;Stop loss;;302.53;100;Created;Equities;US;
4/24/2026 1:39:05 AM;AMD;Buy;Market;303.96;;100;Filled;Equities;US;
4/23/2026 2:22:40 AM;TSLA;Sell;Take profit;394.18;;30;Cancelled;Equities;US;
4/23/2026 2:22:40 AM;TSLA;Sell;Market;391.62;;30;Filled;Equities;US;
4/23/2026 2:16:55 AM;TSLA;Sell;Stop loss;;391.59;30;Cancelled;Equities;US;
4/23/2026 2:16:36 AM;TSLA;Sell;Stop loss;;391.59;30;Created;Equities;US;
4/23/2026 2:16:29 AM;TSLA;Sell;Take profit;394.18;;30;Modified;Equities;US;
4/23/2026 2:15:09 AM;TSLA;Sell;Take profit;394.14;;30;Modified;Equities;US;
4/23/2026 2:15:09 AM;TSLA;Sell;Limit;392.44;;90;Filled;Equities;US;
4/23/2026 2:14:10 AM;TSLA;Sell;Limit;392.46;;90;Created;Equities;US;
4/23/2026 2:12:28 AM;TSLA;Sell;Limit;392.47;;90;Cancelled;Equities;US;
4/23/2026 2:10:53 AM;TSLA;Sell;Limit;392.47;;90;Created;Equities;US;
4/23/2026 2:10:44 AM;TSLA;Sell;Limit;392.47;;90;Cancelled;Equities;US;
4/23/2026 2:10:34 AM;TSLA;Sell;Stop loss;;390.43;120;Cancelled;Equities;US;
4/23/2026 2:10:31 AM;TSLA;Sell;Limit;392.47;;90;Created;Equities;US;
4/23/2026 2:10:26 AM;TSLA;Sell;Stop loss;;390.43;120;Modified;Equities;US;
4/23/2026 2:10:24 AM;TSLA;Sell;Stop loss;;390.82;120;Created;Equities;US;
4/23/2026 2:09:37 AM;TSLA;Sell;Limit;392.47;;90;Cancelled;Equities;US;
4/23/2026 2:09:34 AM;TSLA;Sell;Take profit;394.14;;120;Modified;Equities;US;
4/23/2026 2:09:30 AM;TSLA;Sell;Take profit;393.86;;120;Modified;Equities;US;
4/23/2026 2:08:42 AM;TSLA;Sell;Take profit;393.82;;120;Modified;Equities;US;
4/23/2026 2:07:40 AM;TSLA;Sell;Stop loss;;390.46;120;Cancelled;Equities;US;
4/23/2026 2:07:40 AM;TSLA;Sell;Stop loss;;390.46;120;Created;Equities;US;
4/23/2026 2:07:36 AM;TSLA;Sell;Take profit;394.02;;120;Modified;Equities;US;
4/23/2026 2:07:25 AM;TSLA;Sell;Limit;392.47;;90;Created;Equities;US;
4/23/2026 2:07:07 AM;TSLA;Sell;Take profit;394.07;;120;Modified;Equities;US;
4/23/2026 2:07:07 AM;TSLA;Buy;Market;392.23;;20;Filled;Equities;US;
4/23/2026 2:04:34 AM;TSLA;Sell;Take profit;394.07;;100;Modified;Equities;US;
4/23/2026 2:04:24 AM;TSLA;Sell;Take profit;395.08;;100;Modified;Equities;US;
4/23/2026 2:02:55 AM;TSLA;Sell;Take profit;393.65;;100;Modified;Equities;US;
4/23/2026 2:02:53 AM;TSLA;Sell;Take profit;392.60;;100;Created;Equities;US;
4/23/2026 2:02:08 AM;TSLA;Sell;Stop loss;;390.58;100;Cancelled;Equities;US;
4/23/2026 2:02:07 AM;TSLA;Sell;Stop loss;;390.58;100;Created;Equities;US;
4/23/2026 2:01:36 AM;TSLA;Buy;Market;391.74;;100;Filled;Equities;US;
4/23/2026 1:59:44 AM;AMD;Buy;Take profit;284.86;;150;Cancelled;Equities;US;
4/23/2026 1:59:44 AM;AMD;Buy;Market;288.19;;150;Filled;Equities;US;
4/23/2026 1:58:45 AM;AMD;Buy;Limit;286.26;;130;Cancelled;Equities;US;
4/23/2026 1:58:19 AM;AMD;Buy;Stop loss;;288.01;150;Cancelled;Equities;US;
4/23/2026 1:58:18 AM;AMD;Buy;Stop loss;;288.01;150;Created;Equities;US;
4/23/2026 1:57:38 AM;AMD;Buy;Limit;286.26;;130;Created;Equities;US;
4/23/2026 1:57:18 AM;AMD;Buy;Take profit;284.86;;150;Modified;Equities;US;
4/23/2026 1:57:18 AM;AMD;Sell;Market;286.96;;50;Filled;Equities;US;
4/23/2026 1:56:53 AM;AMD;Buy;Limit;286.27;;80;Cancelled;Equities;US;
4/23/2026 1:56:38 AM;AMD;Buy;Stop loss;;288.51;100;Cancelled;Equities;US;
4/23/2026 1:56:20 AM;AMD;Buy;Stop loss;;288.51;100;Modified;Equities;US;
4/23/2026 1:55:55 AM;AMD;Buy;Limit;286.27;;80;Created;Equities;US;
4/23/2026 1:55:37 AM;AMD;Buy;Take profit;284.86;;100;Created;Equities;US;
4/23/2026 1:55:34 AM;AMD;Buy;Stop loss;;288.48;100;Created;Equities;US;
4/23/2026 1:55:31 AM;AMD;Sell;Market;287.06;;50;Filled;Equities;US;
4/23/2026 1:55:28 AM;AMD;Sell;Market;287.21;;50;Filled;Equities;US;
4/22/2026 2:18:15 AM;AMD;Sell;Limit;282.00;;140;Cancelled;Equities;US;
4/22/2026 2:18:13 AM;AMD;Sell;Take profit;283.49;;170;Cancelled;Equities;US;
4/22/2026 2:18:13 AM;AMD;Sell;Market;280.86;;170;Filled;Equities;US;
4/22/2026 2:17:54 AM;AMD;Sell;Stop loss;;281.10;170;Cancelled;Equities;US;
4/22/2026 2:17:52 AM;AMD;Sell;Stop loss;;281.10;170;Created;Equities;US;
4/22/2026 2:17:50 AM;AMD;Sell;Take profit;283.49;;170;Modified;Equities;US;
4/22/2026 2:17:45 AM;AMD;Sell;Take profit;283.43;;170;Modified;Equities;US;
4/22/2026 2:17:35 AM;AMD;Sell;Limit;282.00;;140;Modified;Equities;US;
4/22/2026 2:16:55 AM;AMD;Sell;Limit;282.05;;140;Modified;Equities;US;
4/22/2026 2:16:43 AM;AMD;Sell;Take profit;283.36;;170;Modified;Equities;US;
4/22/2026 2:16:43 AM;AMD;Buy;Market;281.89;;20;Filled;Equities;US;
4/22/2026 2:16:20 AM;AMD;Sell;Take profit;283.36;;150;Modified;Equities;US;
4/22/2026 2:16:11 AM;AMD;Sell;Limit;282.05;;120;Created;Equities;US;
4/22/2026 2:15:42 AM;AMD;Sell;Take profit;283.61;;150;Modified;Equities;US;
4/22/2026 2:15:42 AM;AMD;Buy;Market;281.67;;50;Filled;Equities;US;
4/22/2026 2:15:36 AM;AMD;Sell;Take profit;283.61;;100;Created;Equities;US;
4/22/2026 2:15:26 AM;AMD;Buy;Market;281.54;;100;Filled;Equities;US;
4/22/2026 2:05:05 AM;NVDA;Buy;Market;201.70;;100;Filled;Equities;US;
4/22/2026 2:01:18 AM;NVDA;Buy;Stop loss;;201.64;100;Cancelled;Equities;US;
4/22/2026 2:01:16 AM;NVDA;Buy;Stop loss;;201.64;100;Created;Equities;US;
4/22/2026 1:58:31 AM;NVDA;Buy;Take profit;200.85;;100;Cancelled;Equities;US;
4/22/2026 1:58:22 AM;NVDA;Buy;Stop loss;;201.81;100;Cancelled;Equities;US;
4/22/2026 1:58:04 AM;NVDA;Buy;Take profit;200.85;;100;Created;Equities;US;
4/22/2026 1:58:02 AM;NVDA;Buy;Stop loss;;201.81;100;Created;Equities;US;
4/22/2026 1:57:59 AM;NVDA;Sell;Market;201.37;;100;Filled;Equities;US;
4/21/2026 2:23:57 AM;AMD;Buy;Stop loss;;276.65;10;Filled;Equities;US;
4/21/2026 2:21:35 AM;AMD;Buy;Stop loss;;276.57;10;Modified;Equities;US;
4/21/2026 2:21:20 AM;AMD;Buy;Stop loss;;276.40;10;Modified;Equities;US;
4/21/2026 2:20:07 AM;AMD;Buy;Limit;274.23;;5;Cancelled;Equities;US;
4/21/2026 2:19:48 AM;AMD;Buy;Stop loss;;276.18;10;Modified;Equities;US;
4/21/2026 2:19:31 AM;AMD;Buy;Limit;274.23;;5;Created;Equities;US;
4/21/2026 2:19:03 AM;AMD;Buy;Stop loss;;276.09;10;Modified;Equities;US;
4/21/2026 2:18:57 AM;AMD;Buy;Stop loss;;276.64;10;Modified;Equities;US;
4/21/2026 2:18:57 AM;AMD;Buy;Limit;274.98;;10;Filled;Equities;US;
4/21/2026 2:18:35 AM;AMD;Buy;Limit;275.07;;10;Created;Equities;US;
4/21/2026 2:18:08 AM;AMD;Buy;Stop loss;;276.64;20;Created;Equities;US;
4/21/2026 2:18:05 AM;AMD;Buy;Limit;275.60;;80;Filled;Equities;US;
4/21/2026 2:17:05 AM;AMD;Buy;Limit;275.66;;80;Created;Equities;US;
4/21/2026 2:16:48 AM;AMD;Buy;Take profit;274.84;;100;Cancelled;Equities;US;
4/21/2026 2:16:47 AM;AMD;Buy;Take profit;274.84;;100;Created;Equities;US;
4/21/2026 2:16:00 AM;AMD;Buy;Limit;275.64;;80;Cancelled;Equities;US;
4/21/2026 2:15:57 AM;AMD;Buy;Limit;275.64;;80;Created;Equities;US;
4/21/2026 2:15:22 AM;AMD;Buy;Stop loss;;277.68;100;Cancelled;Equities;US;
4/21/2026 2:15:21 AM;AMD;Buy;Take profit;275.62;;100;Cancelled;Equities;US;
4/21/2026 2:15:19 AM;AMD;Buy;Take profit;275.62;;100;Created;Equities;US;
4/21/2026 2:15:17 AM;AMD;Buy;Stop loss;;277.68;100;Created;Equities;US;
4/21/2026 2:15:11 AM;AMD;Sell;Market;276.75;;100;Filled;Equities;US;
4/18/2026 2:15:11 AM;NVDA;Sell;Limit;201.78;;10;Cancelled;Equities;US;
4/18/2026 2:15:09 AM;NVDA;Sell;Take profit;203.05;;20;Cancelled;Equities;US;
4/18/2026 2:15:09 AM;NVDA;Sell;Stop loss;;201.22;20;Filled;Equities;US;
4/18/2026 2:14:33 AM;NVDA;Sell;Stop loss;;201.21;20;Modified;Equities;US;
4/18/2026 2:14:28 AM;NVDA;Sell;Stop loss;;201.02;20;Modified;Equities;US;
4/18/2026 2:14:25 AM;NVDA;Sell;Take profit;203.05;;20;Modified;Equities;US;
4/18/2026 2:14:21 AM;NVDA;Sell;Limit;201.78;;10;Created;Equities;US;
4/18/2026 2:13:45 AM;NVDA;Sell;Take profit;202.39;;20;Modified;Equities;US;
4/18/2026 2:13:14 AM;NVDA;Sell;Stop loss;;200.82;20;Modified;Equities;US;
4/18/2026 2:13:14 AM;NVDA;Sell;Take profit;202.58;;20;Modified;Equities;US;
4/18/2026 2:13:14 AM;NVDA;Sell;Limit;201.49;;20;Filled;Equities;US;
4/18/2026 2:07:38 AM;NVDA;Sell;Stop loss;;200.82;40;Modified;Equities;US;
4/18/2026 2:07:27 AM;NVDA;Sell;Stop loss;;201.06;40;Modified;Equities;US;
4/18/2026 2:07:10 AM;NVDA;Sell;Limit;201.49;;20;Modified;Equities;US;
4/18/2026 2:07:06 AM;NVDA;Sell;Limit;201.50;;20;Created;Equities;US;
4/18/2026 2:06:34 AM;NVDA;Sell;Take profit;202.58;;40;Modified;Equities;US;
4/18/2026 2:06:13 AM;NVDA;Sell;Stop loss;;200.82;40;Created;Equities;US;
4/18/2026 2:06:04 AM;NVDA;Sell;Take profit;202.65;;40;Modified;Equities;US;
4/18/2026 2:05:30 AM;NVDA;Sell;Take profit;201.82;;40;Modified;Equities;US;
4/18/2026 2:05:30 AM;NVDA;Sell;Limit;201.38;;160;Filled;Equities;US;
4/18/2026 2:05:26 AM;NVDA;Sell;Take profit;201.82;;200;Modified;Equities;US;
4/18/2026 2:01:29 AM;NVDA;Sell;Limit;201.39;;160;Modified;Equities;US;
4/18/2026 2:00:52 AM;NVDA;Sell;Limit;201.40;;160;Created;Equities;US;
4/18/2026 2:00:29 AM;NVDA;Sell;Stop loss;;200.81;200;Cancelled;Equities;US;
4/18/2026 2:00:27 AM;NVDA;Sell;Stop loss;;200.81;200;Created;Equities;US;
4/18/2026 2:00:18 AM;NVDA;Sell;Take profit;201.80;;200;Created;Equities;US;
4/18/2026 2:00:16 AM;NVDA;Sell;Stop loss;;200.81;200;Cancelled;Equities;US;
4/18/2026 2:00:15 AM;NVDA;Sell;Stop loss;;200.81;200;Created;Equities;US;
4/18/2026 2:00:01 AM;NVDA;Buy;Market;201.15;;200;Filled;Equities;US;
4/17/2026 2:05:42 AM;TSLA;Buy;Stop loss;;385.32;5;Filled;Equities;US;
4/17/2026 1:59:20 AM;TSLA;Buy;Stop loss;;385.28;5;Modified;Equities;US;
4/17/2026 1:59:00 AM;TSLA;Buy;Stop loss;;385.16;5;Modified;Equities;US;
4/17/2026 1:55:36 AM;TSLA;Buy;Take profit;376.33;;5;Cancelled;Equities;US;
4/17/2026 1:55:35 AM;TSLA;Buy;Take profit;376.33;;5;Modified;Equities;US;
4/17/2026 1:54:05 AM;TSLA;Buy;Stop loss;;385.53;5;Modified;Equities;US;
4/17/2026 1:54:05 AM;TSLA;Buy;Take profit;380.30;;5;Modified;Equities;US;
4/17/2026 1:54:05 AM;TSLA;Buy;Market;383.34;;5;Filled;Equities;US;
4/17/2026 1:54:03 AM;TSLA;Buy;Take profit;380.30;;10;Modified;Equities;US;
4/17/2026 1:53:09 AM;TSLA;Buy;Take profit;382.13;;10;Modified;Equities;US;
4/17/2026 1:52:59 AM;TSLA;Buy;Stop loss;;385.53;10;Modified;Equities;US;
4/17/2026 1:52:59 AM;TSLA;Buy;Take profit;382.94;;10;Modified;Equities;US;
4/17/2026 1:52:59 AM;TSLA;Buy;Limit;384.01;;10;Filled;Equities;US;
4/17/2026 1:52:53 AM;TSLA;Buy;Limit;384.03;;10;Created;Equities;US;
4/17/2026 1:51:41 AM;TSLA;Buy;Stop loss;;385.53;20;Created;Equities;US;
4/17/2026 1:50:55 AM;TSLA;Buy;Take profit;382.94;;20;Modified;Equities;US;
4/17/2026 1:50:54 AM;TSLA;Buy;Limit;384.55;;80;Filled;Equities;US;
4/17/2026 1:50:43 AM;TSLA;Buy;Limit;384.52;;80;Created;Equities;US;
